Planungsstelle;Produkt;Bezeichnung;Deckungskreis;Maünahme;Budget;bewirtschaftende Dienststelle;anordnende Dienststelle;Ansatz 2022;Soll auf Ansatz;Ansatz 2023;Ansatz 2024;Ansatz 2025;Ansatz 2026;VE;Rgerg.2021;Rgerg.2022
3.6.6.01.4147000;3.6.6.01;Zuschüsse für laufende Zwecke von privaten Unternehmen (Spenden);0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.4148000;3.6.6.01;Zuschüsse für laufende Zwecke von übrigen Bereichen  (Spenden);0;0;04.02.2001;450;450;0;175;0;0;0;0;0;214,35;175
3.6.6.01.4321000;3.6.6.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.02.2001;450;450;13.000;7.265,65;17.000;17.000;17.000;17.000;0;1.981,50;7.265,65
3.6.6.01.4321007;3.6.6.01;7 % USt Benutzungsgebühren und ühnliche Entgelte;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.4411019;3.6.6.01;19 % USt Ertrüge Miete/ Pacht;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.4461000;3.6.6.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.02.2001;450;450;0;2.249,38;0;0;0;0;0;104,32;2.249,38
3.6.6.01.4461019;3.6.6.01;19% USt Sonstige privatrechtliche Ertrüge;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.4480001;3.6.6.01;Ertrüge aus Kostenerstattungen vom Bund;1;0;04.02.2002;110;110;0;2.100;3.600;0;0;0;0;0;2.100,00
3.6.6.01.4481000;3.6.6.01;Ertrüge aus Kostenerstattungen vom Land;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;1.423,44;0
3.6.6.01.4488000;3.6.6.01;Ertrüge aus Kostenerstattungen von übrigen Bereichen;0;0;04.02.2001;450;450;0;0,23;0;0;0;0;0;149,49;0,23
3.6.6.01.4531000;3.6.6.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuwendungen;0;0;04.02.2004;220;220;0;0;0;0;0;0;0;0;0
3.6.6.01.4534000;3.6.6.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;04.02.2004;220;220;200;0;100;100;0;0;0;170,53;0
3.6.6.01.4542000;3.6.6.01;Ertr.a.d. Verüuü. v. bewegl. Vermgeg.st. v. mehr als 1000 ? ohne UmStr.;0;0;04.02.2001;220;220;0;0;0;0;0;0;0;0;0
3.6.6.01.4582200;3.6.6.01;Ertrüge a d Auflüsung oder Herabsetzung v Rückstell. f unterlassene Instandhalt.;0;0;04.02.2001;220;220;0;0;0;0;0;0;0;0;0
3.6.6.01.4691000;3.6.6.01;Sonstige Finanzertrüge;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.5012000;3.6.6.01;Dienstaufwendungen für Arbeitnehmer;1;0;04.02.2002;110;110;308.500;337.885,89;343.900;352.500;361.400;370.500;0;295.182,43;337.885,89
3.6.6.01.5019000;3.6.6.01;Dienstaufwendungen für sonstige Beschüftigte;1;0;04.02.2002;110;110;0;2.961;4.800;5.000;5.200;5.400;0;0;2.961,00
3.6.6.01.5022000;3.6.6.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;04.02.2002;110;110;13.000;13.610,54;13.800;14.200;14.500;14.900;0;11.790,38;13.610,54
3.6.6.01.5032000;3.6.6.01;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufwendungen für Arbeitnehmer;1;0;04.02.2002;110;110;62.000;66.396,18;69.000;70.800;72.600;74.500;0;59.274,07;66.396,18
3.6.6.01.5039000;3.6.6.01;Beitrüge zur gesetzlichen Sozialvers. aus Dienstaufw. für sonst. Beschüftigte;1;0;04.02.2002;110;110;0;1.187,37;1.900;2.000;2.100;2.200;0;0;1.187,37
3.6.6.01.5041000;3.6.6.01;Beihilfen und Unterstützungsleistungen für Beschüftigte - U2;1;0;04.02.2002;110;110;1.600;1.946,54;2.000;2.100;2.200;2.300;0;1.505,42;1.946,54
3.6.6.01.5211000;3.6.6.01;Unterhaltung der Grundstücke und baulichen Anlagen;43;0;04.02.2001;450;450;1.000;1.114,07;1.000;1.000;1.000;1.000;0;1.026,58;1.114,07
3.6.6.01.5211014;3.6.6.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;04.02.2001;524;524;0;4.136,85;60.000;0;0;0;0;13.506,96;4.136,85
3.6.6.01.5231000;3.6.6.01;Aufwendungen für Mieten und Pachten;43;0;04.02.2001;450;450;1.300;135;1.300;1.300;1.300;1.300;0;0;135
3.6.6.01.5241000;3.6.6.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;43;0;04.02.2001;450;450;31.000;23.303,29;37.000;37.500;38.200;38.700;0;26.386,77;23.303,29
3.6.6.01.5251000;3.6.6.01;Haltung von Fahrzeugen;43;0;04.02.2001;450;450;11.000;13.650,57;13.000;14.000;15.000;16.000;0;12.283,01;13.650,57
3.6.6.01.5252000;3.6.6.01;Erwerb geringwertiger Vermügensgegenstünde;43;0;04.02.2001;450;450;1.000;982,43;1.100;1.100;1.100;1.100;0;727,66;982,43
3.6.6.01.5255000;3.6.6.01;Unterhaltung des sonstigen beweglichen Vermügens;43;0;04.02.2001;450;450;800;601,96;800;800;800;800;0;799,29;601,96
3.6.6.01.5261000;3.6.6.01;Besondere Aufwendungen für Beschüftigte;43;0;04.02.2001;450;450;1.500;0;1.500;1.500;1.500;1.500;0;0;0
3.6.6.01.5271000;3.6.6.01;Besondere Verwaltungs- und Betriebsaufwendungen;43;0;04.02.2001;450;450;33.000;23.927,54;33.000;33.000;33.000;33.000;0;10.487,24;24.904,30
3.6.6.01.5291000;3.6.6.01;Aufwendungen für sonstige Dienstleistungen;43;0;04.02.2001;450;450;1.600;1.457,75;1.600;1.600;1.600;1.600;0;1.214,79;1.457,75
3.6.6.01.5318000;3.6.6.01;Zuschüsse an übrige Bereiche;43;0;04.02.2001;450;450;23.000;23.000;23.000;23.000;23.000;23.000;0;24.595,00;23.000,00
3.6.6.01.5411000;3.6.6.01;Sonstige Personal- und Versorgungsaufwendungen (Dienstreisen);2;0;04.02.2001;110;110;0;223,2;0;0;0;0;0;66;223,2
3.6.6.01.5431000;3.6.6.01;Geschüftsaufwendungen;43;0;04.02.2001;450;450;2.300;2.371,24;2.400;2.400;2.400;2.400;0;2.352,21;2.371,24
3.6.6.01.5431200;3.6.6.01;Aufwendungen für Honorare;43;0;04.02.2001;450;450;9.000;6.112,50;6.800;6.800;6.800;6.800;0;6.787,50;6.112,50
3.6.6.01.5431400;3.6.6.01;Aufwendungen für Beitragsservice (GEZ);11;0;04.02.2001;110;110;0;293,76;0;0;0;0;0;285,64;293,76
3.6.6.01.5441000;3.6.6.01;Steuern, Versicherungen, Schadensfülle;10;0;04.02.2001;110;110;0;5.893,44;0;0;0;0;0;5.557,59;5.893,44
3.6.6.01.5711000;3.6.6.01;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;04.02.2004;220;220;18.500;0;21.400;22.100;22.400;22.400;0;21.205,65;0
3.6.6.01.5811003;3.6.6.01;Aufwendungen aus inneren Verrechnungen Sportstütten;43;0;04.02.2001;450;450;3.500;2.556,50;1.500;1.500;1.500;1.500;0;459;2.556,50
3.6.6.01.5811100;3.6.6.01;Aufwendungen aus der Verrechnung mit der Gebüudereinigung;3;0;04.02.2001;450;450;22.600;24.939,23;30.400;31.200;32.000;32.800;0;26.558,14;24.939,23
3.6.6.01.5811200;3.6.6.01;Aufwendungen aus internen Leistungsbeziehungen Bauhof;4;0;04.02.2001;450;450;15.000;4.747,02;25.000;25.000;15.000;15.000;0;9.786,86;4.747,02
3.6.6.01.5811400;3.6.6.01;Aufwendungen aus internen Leistungsbeziehungen Feuerwehr;6;0;04.02.2001;450;450;200;475;0;500;0;500;0;0;475
3.6.6.01.5911000;3.6.6.01;Auüerordentliche Aufwendungen;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.6142000;3.6.6.01;Zuweisungen für laufende Zwecke von Gemeinden und Gemeindeverbünden;0;0;04.02.2001;450;450;80.000;0;80.000;80.000;80.000;80.000;0;90.490,00;91.849,29
3.6.6.01.6147000;3.6.6.01;Zuschüsse für laufende Zwecke von privaten Unternehmen(Spenden);0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.6148000;3.6.6.01;Zuschüsse für laufende Zwecke von übrigen Bereichen  (Spenden);0;0;04.02.2001;450;450;0;0;0;0;0;0;0;214,35;175
3.6.6.01.6321000;3.6.6.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.02.2001;450;450;13.000;0;17.000;17.000;17.000;17.000;0;1.981,50;7.265,65
3.6.6.01.6321007;3.6.6.01;7 % USt BenutzGeb. & ühnl. Ent;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.6411019;3.6.6.01;19 % USt Einz. Miete/ Pacht;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.6461000;3.6.6.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;104,32;2.249,38
3.6.6.01.6461019;3.6.6.01;19% USt So.Privatrechtl. Leist;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.6480001;3.6.6.01;Einzahlungen aus Kostenerstattungen vom Bund;1;0;04.02.2002;110;110;0;0;3.600;0;0;0;0;0;2.100,00
3.6.6.01.6481000;3.6.6.01;Einzahlungen aus Kostenerstattungen vom Land;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;1.423,44
3.6.6.01.6488000;3.6.6.01;Einzahlungen aus Kostenerstattungen von übrigen Bereichen;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;149,49;0,23
3.6.6.01.6691000;3.6.6.01;Sonstige Finanzeinzahlungen;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.7012000;3.6.6.01;Dienstauszahlungen und dgl. an Arbeitnehmer;1;0;04.02.2002;110;110;308.500;0;343.900;352.500;361.400;370.500;0;297.133,69;335.934,63
3.6.6.01.7019000;3.6.6.01;Dienstauszahlungen und dgl. an sonstige Beschüftigte;1;0;04.02.2002;110;110;0;0;4.800;5.000;5.200;5.400;0;0;2.961,00
3.6.6.01.7022000;3.6.6.01;Beitrüge zu Versorgungskassen für Arbeitnehmer;1;0;04.02.2002;110;110;13.000;0;13.800;14.200;14.500;14.900;0;11.790,38;13.610,54
3.6.6.01.7032000;3.6.6.01;Beitrüge zur gesetzlichen Sozialver.aus DienstAusz und dgl. für Arbeitnehmer;1;0;04.02.2002;110;110;62.000;0;69.000;70.800;72.600;74.500;0;59.274,07;66.396,18
3.6.6.01.7039000;3.6.6.01;Beitr. zur gesetzl. Sozialvers. aus DienstAuszahl. und dgl. für sonst. Beschüft.;1;0;04.02.2002;110;110;0;0;1.900;2.000;2.100;2.200;0;0;1.187,37
3.6.6.01.7041000;3.6.6.01;Beihilfen, Unterstützungsleistungen für Beschüftigte;1;0;04.02.2002;110;110;1.600;0;2.000;2.100;2.200;2.300;0;1.505,42;1.946,54
3.6.6.01.7211000;3.6.6.01;Unterhaltung der Grundstücke und baulichen Anlagen;43;0;04.02.2001;450;450;1.000;0;1.000;1.000;1.000;1.000;0;1.026,58;1.114,07
3.6.6.01.7211014;3.6.6.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;04.02.2001;524;524;0;0;60.000;0;0;0;0;12.531,16;5.112,65
3.6.6.01.7231000;3.6.6.01;Auszahlungen für Mieten und Pachten;43;0;04.02.2001;450;450;1.300;0;1.300;1.300;1.300;1.300;0;0;135
3.6.6.01.7241000;3.6.6.01;Bewirtschaftung der Grundstücke und baulichen Anlagen;43;0;04.02.2001;450;450;31.000;0;37.000;37.500;38.200;38.700;0;26.737,27;26.924,57
3.6.6.01.7251000;3.6.6.01;Haltung von Fahrzeugen;43;0;04.02.2001;450;450;11.000;0;13.000;14.000;15.000;16.000;0;12.091,68;13.701,45
3.6.6.01.7252000;3.6.6.01;Erwerb geringwertiger Vermügensgegenstünde;43;0;04.02.2001;450;450;1.000;0;1.100;1.100;1.100;1.100;0;756,89;982,43
3.6.6.01.7255000;3.6.6.01;Unterhaltung des sonstigen beweglichen Vermügens;43;0;04.02.2001;450;450;800;0;800;800;800;800;0;819,25;601,96
3.6.6.01.7261000;3.6.6.01;Besondere zahlungswirksame Aufwendungen für Beschüftigte;43;0;04.02.2001;450;450;1.500;0;1.500;1.500;1.500;1.500;0;0;0
3.6.6.01.7271000;3.6.6.01;Besondere Verwaltungs- und Betriebsauszahlungen;43;0;04.02.2001;450;450;33.000;0;33.000;33.000;33.000;33.000;0;10.437,19;24.704,35
3.6.6.01.7291000;3.6.6.01;Auszahlungen für sonstige Dienstleistungen;43;0;04.02.2001;450;450;1.600;0;1.600;1.600;1.600;1.600;0;1.214,79;1.457,75
3.6.6.01.7318000;3.6.6.01;Zuschüsse an übrige Bereiche;43;0;04.02.2001;450;450;23.000;0;23.000;23.000;23.000;23.000;0;24.595,00;23.000,00
3.6.6.01.7411000;3.6.6.01;Sonstige Personal- und Versorgungsauszahlungen;2;0;04.02.2001;110;110;0;0;0;0;0;0;0;66;223,2
3.6.6.01.7431000;3.6.6.01;Geschüftsauszahlungen;43;0;04.02.2001;450;450;2.300;0;2.400;2.400;2.400;2.400;0;2.345,99;2.370,67
3.6.6.01.7431200;3.6.6.01;Auszahlungen für Honorare;43;0;04.02.2001;450;450;9.000;0;6.800;6.800;6.800;6.800;0;6.937,50;6.375,00
3.6.6.01.7431400;3.6.6.01;Auszahlungen für Beitragsservice (GEZ);11;0;04.02.2001;110;110;0;0;0;0;0;0;0;285,64;293,76
3.6.6.01.7441000;3.6.6.01;Steuern, Versicherungen, Schadensfülle;10;0;04.02.2001;110;110;0;0;0;0;0;0;0;5.557,59;5.893,44
3.6.6.01.7599000;3.6.6.01;Sonstige Finanzauszahlungen;0;0;04.02.2001;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01.8117000;3.6.6.01;Auszahlung interne Leistungen;0;0;04.02.2001;450;450;41.300;0;56.900;58.200;48.500;49.800;0;36.804,00;31.911,25
3.6.6.01/0100.6818000;3.6.6.01;Einz. a. Zuschüssen f. Investitionen u.Investitionsfürderm. von übr. Bereichen;70;100;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/0100.6832000;3.6.6.01;Einz.a.d.Verüuü. v. bewegl. VermGegenst. v. mehr als 150 bis 1000 ? ohne UmStr.;70;100;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/0100.7832000;3.6.6.01;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;70;100;04.02.2003;450;450;1.100;1.054,35;4.300;2.000;2.000;2.000;0;1.414,02;1.054,35
3.6.6.01/0200.6817000;3.6.6.01;Einz. a. Zuschüssen f. Investitionen u.Invest.fürdermaünahmen priv.Unternehmen;70;200;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/0200.6818000;3.6.6.01;Einz. a. Zuschüssen f. Investitionen u.Investitionsfürderm. von übr. Bereichen;70;200;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/0200.7831000;3.6.6.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;70;200;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/0500.6831000;3.6.6.01;Einzahl.a.d.Verüuü.von bewegl. Vermügensgegenst. von mehr als 1000 ? ohne UmStr.;70;500;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/0500.6832000;3.6.6.01;Einz.a.d.Verüuü. v. bewegl. VermGegenst. v. mehr als 150 bis 1000 ? ohne UmStr.;70;500;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/0500.7831000;3.6.6.01;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;70;500;04.02.2003;450;450;0;0;0;0;0;0;0;0;0
3.6.6.01/1425.7851000;3.6.6.01;Auszahlungen für Hochbaumaünahmen;0;1425;04.02.2003;565;565;0;0;0;0;0;0;0;16.767,31;0
3.6.6.02.4531000;3.6.6.02;Ertrüge aus der Auflüsung von Sonderposten aus Zuwendungen;0;0;03.02.2001;220;220;400;0;0;0;0;0;0;0;0
3.6.6.02.4534000;3.6.6.02;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;03.02.2001;220;220;2.600;0;600;100;100;100;0;2.519,77;0
3.6.6.02.4542000;3.6.6.02;Ertr.a.d. Verüuü. v. bewegl. Vermgeg.st. v. mehr als 1000 ? ohne UmStr.;0;0;03.02.2001;220;220;0;0;0;0;0;0;0;0;0
3.6.6.02.4561000;3.6.6.02;Buügelder;36;0;03.02.2001;368;368;0;100;0;0;0;0;0;0;100
3.6.6.02.4582200;3.6.6.02;Ertrüge a d Auflüsung oder Herabsetzung v Rückstell. f unterlassene Instandhalt.;0;0;03.02.2001;220;220;0;0;0;0;0;0;0;0;0
3.6.6.02.4721000;3.6.6.02;Bestandserhühungen;0;0;03.02.2001;220;220;0;0;0;0;0;0;0;0;0
3.6.6.02.5221000;3.6.6.02;Unterhaltung des sonstigen unbeweglichen Vermügens;36;0;03.02.2001;368;368;20.500;18.898,56;25.000;25.000;25.000;25.000;0;9.747,37;18.898,56
3.6.6.02.5231000;3.6.6.02;Aufwendungen für Mieten und Pachten;36;0;03.02.2001;368;368;500;0;500;500;500;500;0;0;0
3.6.6.02.5241000;3.6.6.02;Bewirtschaftung der Grundstücke und baulichen Anlagen;36;0;03.02.2001;368;368;500;1.443,59;1.000;1.000;1.000;1.000;0;429,65;1.443,59
3.6.6.02.5252000;3.6.6.02;Erwerb geringwertiger Vermügensgegenstünde;36;0;03.02.2001;368;368;500;556,55;500;500;500;500;0;267,04;556,55
3.6.6.02.5255000;3.6.6.02;Unterhaltung des sonstigen beweglichen Vermügens;36;0;03.02.2001;368;368;20.000;4.978,16;20.000;20.000;20.000;20.000;0;13.553,79;4.978,16
3.6.6.02.5431000;3.6.6.02;Geschüftsaufwendungen;36;0;03.02.2001;368;368;100;37;100;100;100;100;0;0;37
3.6.6.02.5431300;3.6.6.02;Aufwendungen für Planungsleistungen;36;0;03.02.2001;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02.5711000;3.6.6.02;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;03.02.2004;220;220;29.000;0;36.300;38.000;41.000;41.000;0;33.022,06;0
3.6.6.02.5811200;3.6.6.02;Aufwendungen aus internen Leistungsbeziehungen Bauhof;4;0;03.02.2001;368;368;50.000;86.732,61;60.000;60.000;60.000;60.000;0;67.981,72;86.732,61
3.6.6.02.5811300;3.6.6.02;Aufwendungen aus internen Leistungsbeziehungen Grünanlagen;5;0;03.02.2001;368;368;20.000;18.513,76;15.000;15.000;15.000;15.000;0;7.916,26;18.513,76
3.6.6.02.5811700;3.6.6.02;Aufwendungen aus internen Leistungsbeziehungen Stadtforst;0;0;03.02.2001;368;368;500;499,69;500;500;500;500;0;128,25;499,69
3.6.6.02.6561000;3.6.6.02;Buügelder;36;0;03.02.2001;368;368;0;0;0;0;0;0;0;0;100
3.6.6.02.7221000;3.6.6.02;Unterhaltung des sonstigen unbeweglichen Vermügens;36;0;03.02.2001;368;368;20.500;0;25.000;25.000;25.000;25.000;0;4.385,83;25.415,76
3.6.6.02.7231000;3.6.6.02;Auszahlungen für Mieten und Pachten;36;0;03.02.2001;368;368;500;0;500;500;500;500;0;0;0
3.6.6.02.7241000;3.6.6.02;Bewirtschaftung der Grundstücke und baulichen Anlagen;36;0;03.02.2001;368;368;500;0;1.000;1.000;1.000;1.000;0;580,86;1.443,59
3.6.6.02.7252000;3.6.6.02;Erwerb geringwertiger Vermügensgegenstünde;36;0;03.02.2001;368;368;500;0;500;500;500;500;0;267,04;556,55
3.6.6.02.7255000;3.6.6.02;Unterhaltung des sonstigen beweglichen Vermügens;36;0;03.02.2001;368;368;20.000;0;20.000;20.000;20.000;20.000;0;13.553,79;4.978,16
3.6.6.02.7431000;3.6.6.02;Geschüftsauszahlungen;36;0;03.02.2001;368;368;100;0;100;100;100;100;0;0;37
3.6.6.02.7431300;3.6.6.02;Auszahlungen für Planungsleistungen;36;0;03.02.2001;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02.8117000;3.6.6.02;Auszahlung interne Leistungen;5;0;03.02.2001;368;368;70.500;0;75.500;75.500;75.500;75.500;0;76.026,23;105.746,06
3.6.6.02/0100.6818000;3.6.6.02;Einz. a. Zuschüssen f. Investitionen u.Investitionsfürderm. von übr. Bereichen;66;100;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0100.7832000;3.6.6.02;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;66;100;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0200.7832000;3.6.6.02;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;66;200;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0300.6812000;3.6.6.02;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürderm. Gemeinden & GV;66;300;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0300.6818000;3.6.6.02;Einz. a. Zuweisungen f. Investitionen  von übr. Bereichen  (Spenden);66;300;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0300.6831000;3.6.6.02;Einzahl.a.d.Verüuü.von bewegl. Vermügensgegenst. von mehr als 1000 ? ohne UmStr.;66;300;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0300.7831000;3.6.6.02;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;66;300;03.02.2003;368;368;50.000;0;0;0;0;0;0;14.125,44;49.813,07
3.6.6.02/0300.7832000;3.6.6.02;Ausz. f.d. Erw. v. beweg. Vermügensgegenstünden v. > 150  bis 1000 ? o. UStr.;66;300;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0300.7853000;3.6.6.02;Auszahlungen für sonstige Baumaünahmen;66;300;03.02.2003;368;368;0;0;0;60.000;60.000;60.000;0;0;0
3.6.6.02/0301.6811000;3.6.6.02;Einz. a. Zuweisungen f. Investitionen u.Investitionsfürdermaünahmen Land;50;301;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
3.6.6.02/0301.7831000;3.6.6.02;Auszahl. f.d. Erw. von bewegl. Vermügengeg.st. von mehr als 1000 Euro ohne UStr.;50;301;03.02.2003;368;368;0;0;0;0;0;0;0;0;0
4.2.1.01.4488000;4.2.1.01;Ertrüge aus Kostenerstattungen von übrigen Bereichen;0;0;04.01.2001;441;441;0;2.698,91;0;0;0;0;0;1.657,09;2.698,91
4.2.1.01.5211014;4.2.1.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;04.01.2001;524;524;0;102,34;0;0;0;0;0;0;102,34
4.2.1.01.5318000;4.2.1.01;Zuschüsse an übrige Bereiche;40;0;04.01.2001;441;441;150.500;147.436,73;156.100;160.000;165.000;170.000;0;137.773,51;147.436,73
4.2.1.01.5711000;4.2.1.01;Abschreibungen auf immaterielle Vermügensgegenstünde und Sachanlagen;0;0;04.01.2004;220;220;55.000;0;75.100;75.100;75.100;75.100;0;73.928,38;0
4.2.1.01.5811001;4.2.1.01;Aufwendungen aus inneren Verrechnungen Büder;0;0;04.01.2001;441;441;160.000;109.178;160.000;160.000;160.000;160.000;0;102.912,00;109.178,00
4.2.1.01.5811200;4.2.1.01;Aufwendungen aus internen Leistungsbeziehungen Bauhof;4;0;04.01.2001;441;441;0;75,46;0;0;0;0;0;249,72;75,46
4.2.1.01.6488000;4.2.1.01;Einzahlungen aus Kostenerstattungen von übrigen Bereichen;0;0;04.01.2001;441;441;0;0;0;0;0;0;0;1.657,09;2.698,91
4.2.1.01.7211014;4.2.1.01;Unterhaltung der Grundstücke und baulichen Anlagen-Gebüudemanagement;93;0;04.01.2001;524;524;0;0;0;0;0;0;0;0;0
4.2.1.01.7318000;4.2.1.01;Zuschüsse an übrige Bereiche;40;0;04.01.2001;441;441;150.500;0;156.100;160.000;165.000;170.000;0;137.773,51;147.436,73
4.2.1.01.8117000;4.2.1.01;Auszahlung interne Leistungen;0;0;04.01.2001;441;441;160.000;0;160.000;160.000;160.000;160.000;0;103.161,72;109.253,46
4.2.1.01/7006.7834000;4.2.1.01;Auszahlung für den Erwerb immaterieller Vermügensgegenstünde;0;7006;04.01.2003;441;441;0;0;0;0;0;0;0;20.000,00;0
4.2.4.01.4141000;4.2.4.01;Zuweisungen für laufende Zwecke vom Land;0;0;04.01.2002;410;410;1.500;7.056,24;5.900;5.900;5.900;1.400;0;5.832,00;7.056,24
4.2.4.01.4321000;4.2.4.01;Benutzungsgebühren und ühnliche Entgelte;0;0;04.01.2001;441;441;32.000;32.177,92;0;0;0;0;0;15.797,14;32.177,92
4.2.4.01.4321019;4.2.4.01;19% Ust Benutzungsgebühren & ühnl. Entgelte;0;0;04.01.2001;441;441;0;0;32.000;32.000;27.000;27.000;0;0;0
4.2.4.01.4411019;4.2.4.01;19 % USt Ertrüge Miete/ Pacht;0;0;04.01.2001;441;441;0;0;7.000;7.000;7.000;7.000;0;0;0
4.2.4.01.4461000;4.2.4.01;Sonstige privatrechtliche Leistungsentgelte;0;0;04.01.2001;441;441;0;3.529,59;0;0;0;0;0;10.101,00;3.529,59
4.2.4.01.4481000;4.2.4.01;Ertrüge aus Kostenerstattungen vom Land;1;0;01.02.2002;110;110;0;403,17;0;0;0;0;0;0;403,17
4.2.4.01.4482000;4.2.4.01;Ertrüge aus Kostenerstattungen von Gemeinden und Gemeindeverbünden;0;0;04.01.2001;441;441;85.000;85.000;0;0;0;0;0;85.000,00;85.000,00
4.2.4.01.4482019;4.2.4.01;19% USt. Ertrüge aus Kostenerstattungen v Gemeinden und Gemeindeverbünden;0;0;04.01.2001;441;441;0;0;72.200;68.200;85.000;85.000;0;0;0
4.2.4.01.4484000;4.2.4.01;Ertrüge aus Kostenerstattungen von gesetzlichen Sozialversicherungen;1;0;04.01.2002;110;110;0;0;0;0;0;0;0;0;0
4.2.4.01.4488000;4.2.4.01;Ertrüge aus Kostenerstattungen von übrigen Bereichen;0;0;04.01.2001;441;441;16.800;18.995,16;16.800;16.800;16.800;16.800;0;17.551,60;17.654,28
4.2.4.01.4531000;4.2.4.01;Ertrüge aus der Auflüsung von Sonderposten aus Zuwendungen;0;0;04.01.2001;220;220;130.000;0;84.000;84.000;84.000;84.000;0;84.088,34;0
4.2.4.01.4534000;4.2.4.01;Ertrüge aus der Auflüsung von sonstigen Sonderposten;0;0;04.01.2001;220;220;300;0;200;200;200;200;0;231;0
4.2.4.01.4542000;4.2.4.01;Ertr.a.d. Verüuü. v. bewegl. Vermgeg.st. v. mehr als 1000 ? ohne UmStr.;0;0;04.01.2001;220;220;0;0;0;0;0;0;0;0;0
4.2.4.01.4543000;4.2.4.01;Ertr. a.d. Verüuü. v. beweg. Vermggst. v.  mehr als 150  bis 1000 ? ohne UmStr.;0;0;04.01.2001;220;220;0;0;0;0;0;0;0;0;0
4.2.4.01.4582000;4.2.4.01;Ertrüge aus der Auflüsung oder Herabsetzung von Rückstellungen;0;0;04.01.2002;220;220;0;0;0;0;0;0;0;701,56;0
